Garçonne, cortigiana, beatnik, bluson, noir, bohémien, bohemien, chartered, accountants, Diana, Dors, Lolita, arrabbiati, dracula
barone, conte, lord, visconte 

umorista, breve, novelle, commedia, thriller, moderno, poliziesco, giallo, Satyricon, anti-romanzo, gotico, nero

annunzio, Predappio

